1.615026757841533254e+02,9.027971606957039512e+02,1.601754868440613109e+02,3.676403300133790708e+02
6.731507358406406638e+01,5.945468262226845582e+02,3.173784748030334413e+01,4.012434963579607938e+01
4.247998364798572766e+02,6.373593726772705850e+02,4.320351568306823538e+02,5.296811357217188743e+01
4.226592091571280889e+02,1.131844284227739081e+03,4.170507655715772444e+02,5.624374163817453791e+02
2.664315445220745460e+01,1.243156905009662751e+03,5.956600267578414787e+01,6.887344284227738171e+02
4.162373271889400712e+02,5.624374163817453791e+02,4.127695109261186417e+02,6.153062286308909279e+01
4.033935632525642632e+02,9.691566077003121791e+02,3.977851196670135323e+02,5.046404786680541292e+02
1.186901293295672986e+02,5.731405529953917721e+02,8.739415787126506530e+01,9.792128734948732927e+01
2.621121599524303747e+02,1.163953694068678487e+03,2.672068529805262642e+02,6.908750557455032322e+02
7.587758287498127174e+01,9.841409989594171748e+02,8.525353054853576396e+01,5.367498885089937630e+02
