3.711605357278217525e+02,2.872841100950304281e+02,3.660453342613589029e+02,1.068098524577731041e+02
9.171652390239160013e+01,4.008082398991114133e+02,7.495782194320236158e+01,2.348883578777622461e+02
7.466634266182438751e+02,2.843732349718484329e+02,7.648352261372333487e+02,1.009881022114100233e+02
6.331392968141628899e+02,1.212942399266767552e+03,6.192914699781550780e+02,1.032468141629510683e+03
8.601875564223248603e+02,1.239140275375401870e+03,8.346962290935908868e+02,1.044111642122236844e+03
1.004491492719362213e+02,1.265338151484035734e+03,1.215318239141074628e+02,1.076131268477234244e+03
1.021202045330801411e+01,9.305875123181558592e+02,1.965119460275263918e+01,7.734002556663513133e+02
2.168841541991992017e+02,8.403503834995276520e+02,2.205015781022807460e+02,6.918957522172677272e+02
5.458130431187157683e+02,7.268262536954462121e+02,5.436087167754343454e+02,5.754607472900052016e+02
8.165244295746012995e+02,7.006283775868123485e+02,8.172309783545015307e+02,5.405302458118262621e+02
3.274974088800986465e+02,1.259516401237672653e+03,3.340257079063617311e+02,1.067398643107689622e+03
4.264671630682717023e+02,1.032468141629510683e+03,4.300845869713533602e+02,8.665482596081615156e+02
6.185849211982549605e+02,3.163928613268458321e+02,6.251132202245182725e+02,7.187935097959461928e+01
8.194353046977828399e+02,5.405302458118262621e+02,8.288744788472276923e+02,3.134819862036642917e+02
5.399912928723526875e+02,5.754607472900052016e+02,5.406978416522528050e+02,3.687886135441140141e+02
7.425127316330235772e+01,2.523536086168514885e+02,3.711644534184210897e+01,7.840098269599820924e+00
2.227059044455622825e+02,6.889848770940861868e+02,2.175907029790992055e+02,4.881344935945580801e+02
4.514252193148649894e+01,1.256605526114491113e+03,8.077957218956566976e+01,1.012092015767239900e+03
5.254369172564449855e+02,1.244962025621764951e+03,5.203217157899819085e+02,9.975376401513317433e+02
7.786830529732410469e+02,1.204209773897222931e+03,7.561026007676886138e+02,9.538745133036086372e+02
3.391409093728248081e+02,2.610862339863961097e+02,3.223822074136354559e+02,1.657272363914489688e+01
4.264671630682717023e+02,8.694591347313430560e+02,4.271737118481718198e+02,6.627870009854518685e+02
6.214957963214365009e+02,9.538745133036086372e+02,6.134697197317919972e+02,7.355588790649912880e+02
5.969689754739465570e+01,8.170633825140748741e+02,6.622519657365774037e+01,6.133021238913652269e+02
